digit,code
2,210222222224322222222443222432243244444465444466544465465446546654654444322222210222222222222222222222244466546666665446666666666665466666666660766666600000000000210002100221021021
5,0000210222210000222222222210222222222243222244444466660766666666666666666666
6,1021002102210210022210222222222224444666654666546666546544446543222443222222432444444444465444465444665446546666666666000000760000007660000000000221000021000
7,2100000000000210000000000766654666666666666666660766000022222222222222222222102222222222444444444444444444444465444444665444444444444444446666600000000000000000
5,000000210000002222224432222221002222102222222222444444444444466666654666666665466666654432222432444324444444444465466665466666666666666666660766660760000002102222224322222222222107
2,100000021000221002221022222222432443224444444444444444466544465444465432222222222444465466666654666666076076546546666544654666666660000000000000002102100222210222222222222102210000
1,10000000000076600000000222222432444444444444444444444432244444444444443244444444666607600000076000000000000076000
9,0000210210221002102222222222222224444444444665444444654444444465444444446544444444444666666660766000000221021000000210000007666546666660007600000021
2,31000000210000000076000076076666666600000022222222224322244322444324444444444444446544444444444324446546666076546544446666666666666666666607600000000210022102221022222222222222
2,222221022222222432222224432432243244443244444444444444444654322222222443222222444654666666076666666666666665465456666666666660000002102210022222222102102100002100000076000000766607
3,021002222221022222243222222443243244444444324444654324322444432432444444444465446546666666666666076660076666076000000210222222444653222432222222210000760760766666666000000210222100
2,002221022222222222222243244322432432444444444444432432243222443222244444444666600766607666607607666654446546544654665465446666666600000000000000021002210210002100222222221000000760
6,21000021022100002102222224444444466544446544432222102222243224444324444444444444446544466544666546666666666666076660000760000007660000000000221000021000
5,210021000000210222222222222222222224322244443224446654466666007665446666666654654654565432222222222243222224322443244444444446546666544666666665466666666660766660000760000000076076
6,0002100000022100002222244444444654444446544446544444322222222222222444444446544654446666544666546666666607600000000000000000021000000000021
1,1000000000000000002222222222244444444444324446544443244444654444443244444444444446666666607600766000000000000000000000000
0,100000000022210222222222243222244324324444322444443244444444444446544466544446546665446654666666666666076007660760000000000000000021000022100000
0,21022100222221022222222222222243244322224324444322432444444444444444444465444466546546666544666665466666666666660766600766076076000000007660000002210000000021000000
9,000222210022222222102222222222432222444432224446544446544444444444444444444443243244444466666666076000076000000000000076654466666666666666007660760760000000000210021
4,221000000000000210000222222444444444444444665444444654446544443222222221000000210000000000000002222224444444444444444444444444444465466544444466600000000766666666666665466666666000
1,100000000000000000000222444432444444444444444444444444444444444444444444666000000000000000760000000000
0,210221000021021021012102222222222432443224444443244444444444444654444446654654465466665466654466666666666546666666666660767000002210000002102100221000210210000
4,222243224444446654432222222100222210210000221000021000000222244322444444446654444444444465444466546544444466544444444466666600000000000002100007654666666666666660766000000221000021
0,02100210222210210000222222432443243224324432444444444444444446546544466544654654666654466654666666666666607600007600000000000002100000210022100021
2,210021022224322222222443243244444444654444446543222222432222244322222243222244466666666660766660766666666076666546546666666666666000760000002102210022222443222222100002210000007660
3,100000022221022222222222222222432224432244432444444654444443243244444444446544654446666665446666666666546666666666666660000210222222102221022222210022222222102210766660076666666666
4,210210000002210022222444465444654444654445654322222222102210000002100002100022100002222244446544465444444665444444446546544444465444466544465444466600000000002100007666666666666607
4,210021000000222343244465444444446654432222221000021000221000021021000022222222444465444654444665444654444444465446666544465444465465444565466666000000210002100002107666660076666076
7,022100002221022222222222222222222222243244443224324444446546654465465466665465446546666546546666544654666654654465466666600000000210221002221022102221002102222102102222100210210222
3,222100222222221022222222222432444444444444444322222244324324443234444466544444465465446666546666666666000021022221021021002210766000076660766665466607660002210021000002100766666666
2,102222102100210222222224322443244444444443244446544444444654443244321002222222244322444665466666666544666666666654666666666666607600760766000000221021022222210022222312100000000000
8,10222210022210222222222222243244443210222222444444446666546546544444432444432444444444465465446546666666666666076000000760000000021000021000000766607666600000000
1,0000210210210022100022210000222222224444444465465444466544446665465444665444466654446544446654444446666666600000000760000222210002100002100022221
7,310222210022222210222222222222432222443244432444444446544446544466544654654654665446544465446546666660000002102102210021000210021022102100002100022100766076660766665466666666546544
8,221021022222222100222222222210222222224323444665444654444654666666666660002210217607666654666544666654654444322210022222244444444444444444444446546545666546666666607600000000000000
3,102100007607666666000000210222222102217660766666607666000000222222222243222222443244444444446665444444324444444444654444665465466654466546666666666660766660000760002222224322222222
4,102100002100002210222444444446544444465444565444654444322222222100222222221022100000000000000000002100002224444444444444444444444444444444444444444446544446666660000002210000007666
9,021002102210210022210222222432444444666076546666546544654322210222222224444444465444654444665444654444324444654666666000000000000022100021000021076666666666660000000021
6,100222102102222100222102222222222244444466666654666654654465465466544443222222102222222222432243243244444444444654654444666654666666666666666076660076666076076000000000000000210000
5,102100222222443210022222222222221022222222222222244444444666654666666666666532432224322224324432244444444446654654444654665466654466666654666666666607666600766600076600002210222224
2,310021000221021000000210000007607665466654666666546666666600000222222100222222221022222222224323432444444444465444444665465465444466543222222443222244466666666666660766654665465446
2,022100000021000760076654466666666660000000021002222102222222243244324322444444444444444446654444443222244444444666666076007654466546546544654666666666660760000000000021022102221002
3,102222100210222222222243244322432224324444322444665443224324324444444444444446546544666666546666666666666076000021022221022222222221000076076007666666660000000021022210766666666666
2,210000210210000760766654666666660000002102222222222222224324432444444444444654444654446654465465465466544443222222221022222222222224446544666654666666666666666666607666600000000221
5,100002102222222222222222222222224324432244444665446543243222244324443222244444444444444465466665446666666666546666666666607666666660076660766076000000222222432224432222432222222222
2,100000000222222222224322222222224432224322444432444444444465466544446665465432224432444444444466666666000076660766666666666660760000002102222100222222102102221000022100076666660076
6,1000021021000022102224444446544465444444665444444444443222243210210121000222102222444324444444444654444666666665444444666600000076076666660076076000766000022100000000210
8,2102100002210222100222222102222222222444465432432244444466546544654665465465446666544465444444444446546666666666666666666600000022100000021022221021000000000000000
2,100000000210222210021022222222222224322244444444444444444444654654444665432243244324444444466666007660007666546654654466654666666666666607600000000000002102222100222222222222222221
1,100002100000021021000000222222224444444465444465444444654444466544446544465444444654444666666660000000021000000002100210002210
3,22102100000076076666000000222222432224432244444444444466544322444324444444444444446544446654666660000210002100000000000766666666000002100
8,210222210022210222222222222222222222222432222444466666666666666666546666666666654654432444322221000210222243244444465444665465443244444444444444466654666666666666666076667000000000
9,22221021022221002222210222222222224324444324444444465444465444665465446544465466544654446544446666660760000210002100002210766666666007660760000000021000000
5,100022222210022222222222222210222222222244444466666666666654666666665466544654444444432102222222210022222222222443243244444444446546544446654666665446666546666666666000076000210000
0,0002222100210222222222222243222443222243243244322432444444444444444444465444466546546544665466666666666666666660766600766000760000007600000076600022100000000210021
1,100000000000000000021022222244444444665444444444444432244444444444444444444444466660000760000000000000007600000
8,021002222221022222222224444322100222224432222432432244446654446544654446666546544654444443243244444465466666666666666666666666607600000000000210210222210076666076076076700000000002
2,100210222100002210222222222222224322443244432444444446544446544444444665465444432432243244446666666666666666666666666666666666600002102102222221022222222100002100012100021000000000
8,1000022210210022221022222222224324432244432444444446544665466654443244443244444444446544666666546666666666076007607660000760000000021022102221000076076000
0,102210210022222210222222222243222443224324324432244432444444444444444654665465444466665465446666665466666666666607666600760760000766000760000000000000210002210222100
7,102100221022222222432102222222222222222243244444444444446544446544466544446544465444432224446544446666666666076000000000000021000021000210221000000210217666666544666665466665466666
3,100002222102222222222222222222224322224444444466544446665432443243224324444444444444446544446666546666666666660766666666007660000000022222222444432243210222222221000021076000076076
5,102210210222100222222222222222222222222222224444666654666666666666666666666544665465444444322222244324444444465455466546665446666666666600760002222222222210022210210076076660766000
9,1000021000210022221022222243222224444444444465444444444444654444446544444444444446666660000000000000210000002100000766666666660076000
1,1000000000022100000022243244444444444444444444444444444443224444444444444666666660000000000000000076600000000000
1,002100021000021000221002102222224444446654446544654446544444466544446544444654465444445654666666660000002210002100002100000021000221
7,321022222222222210222222221002210222224323444446654654465466544446546546546654444654654444666654446544654666666000000002102210000210210021000221021002107666666665466666666076000210
5,100000022222100222222222221022222432244446654666666666666665466544444444432222222222222222222244432444444444444465466546544666546666666666600000022102222210222210021000760076666665
2,000000210760000007666076600000022222243222244443244444444444444444444443222222432444444666666007666544665465465446546666660760076600000221002102222221021000021
9,10000002100210222222224324432222222244444444446544446544465444444443244444444444446666660000000000000000000000766666666660760000000000
3,310022222222102222222222222222222444432244466544444432222432443222244465444432444444446546654666544666654666666666666666666666076600000000222222224322222222222102222221002100000076
7,222221022224322210222222432222222222222224432432244444444665444444654654444665465465444466665444444654666666660760000000021002102210210000210002100002210000766666666666666666666076
2,100000021022102100210222222222243222244443244444444444444465444654444665444654432444444666666675666546666666666076666000076000000000000021022222222222222243222443224321000000210000
1,10000000000221000021022222243244444444654444444444444665444444444444444654444446666660760000000000000000000000210000
1,2210000000000000000022222432244444444444444444444444466544444444444446544444466666600000000000000000000000000000
7,102210210022222222222210222222222222244444444446544444466544446546544444465444665446544465444466666666660000002102100002102210000210002100002100022100766666666544666666666660000
4,0002222224444465443222100210000000000002210000222224444446544444444443222244446666546665444444665444444654444444466600000000000002100000076544666666660000000021000021
3,100210210222210022210222222222243224444446654654465465432222244322432444444654444466544654654666654466654666666666666666000000222222432102222102221021002210210210000766607666666546
4,00021002210222432222100000000222224444444444444444444444322222244444466654666666544444465444444446666660000000000000000076666666654666666000000002102210021021
8,0000210222100222222102222222222432222224444444443222244465466666654466666654654666654654465444444444466546544666666666666700076000000210002210021021000000000000221
9,102222100210222222222222432222222244443224444444444444444444444444444444324444444466666666000000000000000000000076076666666666666076660076607600000000
9,022102221002102222222222222224324432243244444444446544444466544444465444444446544444466666607600760002100000021000000766666666666607660760000000000021
9,1021002222221022222222222222243222443224324324444444444465444444444444446544324444446546666076000000000000076666666666076666007666076607600000076000000210
4,10021021021002210222224322444444444324444444432100222210222222432444444666654666544666666546544444444444446654666660000000000000000076666666666666660076600022102100002102210
7,210222210022222222222210222222222222244444465444665444444654444654446544665444444446546544446546666660000000000210021000000221021000210000210002210076666665466666654466666666000000
5,100000021002102222222222432222224432444666660766666666666544465443222222222222222432224322444432444444444444444654446654466654666666666666607666660076607600000000210222244444432432
0,322210210022222210222224322222244324444444465466607660076666654466665466665465443243222243222222222210222222222102100000000210022224432444444444465444665446546666546666666654666666
1,10000002100000000000210222222444432444446544444444444444465444444446654444446544446666666600000000000000000210000002210
8,100002102102210021022222222222222243244324446665444444446654466654654444443244432444444446544654666666666660766666666000076000000210002210000210000000000
2,310022222222221022100021766665446665466666600000021022221021002222221022222244443244465466544444465446544444444446654666660766665466654666654466666666666666600000000210121021022222
9,1000021021002222221022222222432444432444444444444465444446544444465444444665444444666660766000022100021000000210000002107666666666666007600000
3,222210222100766607666607666000000222224322224432224322224324444446546666544322224324324322444444446654444654666666544666546666666666076600002222222222222102221022100210000007666666
8,1000022222222102222224322244444432222222222222444466665465465444465444444324324444446544444465466666666666076660076000766000000000002210000076600760000000000
0,0000210210221002221022222222222224324444443244444444444444444654444446546654466654654666654466666654666666666666000000000000000002100000021000022100021
8,00021002210210210022221022222222224444324444444444654666654465465465466665443244444444444465446666665466666666666600000000210000210002210021000000000021
3,002221022221021022221000076666665466666666546666660002102100222222102222222222222432224444322444665444465466665446543243224444444444444665465466666654466666546666666666666076667000
0,002102100002102222222244443222243243222244443244444444444444444654446654444654666544666654666666666607666600760000000000000000000000002100000221
5,100210210210022222222222221022222222222222244444466666654666666665466666666544322243224444444444444665465465466666654466666666666660076000000002222443222432222102221002222100076666
5,100021022100002222224432243222210222222222224444444466666666654666666653432432244324444444444444446544665465466665446666666660076607607660000000002222222443243222210222210022100000
3,102222222222222222222222224322222222443222243244444465444666654465432222224324323444665444654444666654666544666654666666666666660766000022102224322222222102222102100222210007660076
7,100000022222222222222222222224322244324444444444654444443222222444666666544444444444444444444666666000000000000000007600766666666660002102222222222100000022100007660766666666666666
1,1000000000000000210021022222244444444444444465444444444444466544444444322444665446546666666600000000210000000000000221000
5,221021022210022222222222102222222222222222244444466666666666665466666666666654665443222222432222432444444444444444654665446666666666666666666007607660760000000022224324444322243222
1,2100000000002210000222222224324444443244444444654465444665444432244444444446654444654666666666600000000000000000210000000000000
9,10021002210222210210022222224432444444322224444444444444444446544444444444444444466666660000002210076600000022100000076654666666666666660760766000000121
9,100002102100222210222222224322244444444432444444446544444444654446544444444665444466600000000000000021000000766666607666660000000000
6,021000022102102100210222244444444666654444654446544654446654322221022222222222222243244443244465444466665465446666665466666666666666076600760007600000021000021000221021000021
3,222222222210222222100760766666607666666000000222222432222222244324322432444444446666544322444324444444444654444665466654466666654666666666607666600007600000022244322432432222221022
6,221000210210000210222210021022222244444444654665446544465446543222102222222244444444444465465446666546544446546666666666666076666660000760000002100022100002102102100
2,100760000000022210222222224322224432432224322444432444444444444444444432444444446666666666665446666665466666607666666007607600000000222222222222222222222432210210210000000000076076
2,102100222210222222432222244322444444324444444465444446654465432432222222222222222222244446546666666666666666666666076666665465466665446666666600000021022100210222222102221000000222
3,022221022210222210076666666654666666076000210022222222222222210222222222243234444466546544322224324444444465444466546546666546665446666665466666666666666666666666600000022222222222
6,102210000210222222444466546544444444446544444444444443210000210002210000210222222432443243243224324444444465444466665466666666544446666660760076076076600007600000000000000000210000
8,00002102100210222222224322224444444444444446544446654322432443243243224444444466665446546666666666076600760000000000000007607600000076600000221
1,100000000000000000000002222224444444444432244444444444665444465444444446654465444444666666600000000000002210000210000221
8,1002102102100221022222444444654666546653224322222100002210222224444446546544444444444444444444446546654654465466666666000000000000021000210000221000766660076076000
2,100002102100210222222224322443243244444432444444444444444322432444432444654444666000000000766665446546654654466666654666666660760076000000002102102210022222222222222102210000000000
6,0000210210000221022222444444446546544654446654444443222222221022224322243224444324444446544466544666546666666666666666666076666000000000000000000210000022100000021
5,210000002100002222222222432222222244446546666666607654444443222222222222222432444444654446654444654446544654665466654466665466666076600000022222222222102100210210001210002100007666
5,121000022102102222100222244444432222222222222222244446654666666666665446666007666666654444322222224432444322444444565444654466546546666666666666666607666600000022224322222222210222
4,221021021002102222432444465465466544654443222222222210221000222222222244444444324444444444444443224444444444666607666007660000000000000007666666666666666666666076666666660000000000
1,1000021021000000000000121022222444444322444665444444444654322224446654465465465466544654654654565466666000000002102100210002210000210
6,2100000021000000222222432444465444654444446544444466544443222210022222222222222244324324444444444654466665466666666666666666660760076666000760000002100000022100000021000
0,21022221002221022222222432244443222432222443243243224444324444444465444446654465465466544666546666666666666660766666600760760000766000760000000021000000002210210000
1,0021021000210022100021002102222224444446546654444654654444654665465465446544466544446546544444466666600000000002100221000210021021000221
8,102210210021022222222224444446665466665444465444322221022222222102222222222222222244444466666666666665466666666544444444444444444654666654466666666666600766076000000002102210022210
1,00000000000000000021022244444444322444466544444444444444444446544444444444446660766000000000000000000000000221
0,0000002222102222222222444444324322443244432444444444444465444446666544446665466666666666666666076607600000000000000000210000002210210021
1,1000760000760002100002222222244443244444444444432244443244444444444443244432444465466607670760000007607600076600000000000
9,100002100021002222102222224322244443244444444322444444444444444444444444444444466666600000000000000000000765446666666666666000076076000000210
5,002102221022100222222222222102222222222222444444666666665466666666546666544666543243244324444465444444666546654466666666666600766076000000002222224322244322222210022102107666666076
9,1021000021000022221022222222432444444666544324444444444654444444444665444444446544654666666000000000000021000000007607600000000
4,21021000022100002102224444444444444446544444465432222222222222222244444466607666666666666654654665444444654444446660000000000210000760766660000002102210000210
2,100000000222243210222222224322224444444444444665465446546666543222222221022222222222222222222444444666666666666666665466666666666666666654666666666600000021022221022221021002102102
7,210221002222222222222210222222222224322244444444444654654665444465465465446654446546544654665465446546666000022100021021002102210210000210210221002100021022100007666666666666666546
4,102100002100000022222244446544444444446544444444322210222222100002100022222244444444446544444466544444444446544446666660000000000000007666666666654654666607600000000002102210000210
1,10000000000021000000002222224324444654444444444444444444665444444444446544444465466666600000000000000000210000002210
5,100000022102222222244443243210000222222222222244444466666654654466666666666544432222222222222443222432244432443244444444654654665446665466666666666660766600000000000222222444432222
6,10210000000002102222224444654444465444444445654444444444444443221000021021002102222222244444444444444465465446546666666666666076000076000000000000000002100000000
8,10000222222102222222222222222222222224324444446544324444465446654446544443244432244324444465446666665466666607666007660000022100000000076607666076000000766076000000
3,100000000000210222222222222222432443244444654444654654432224324322224444444444444446546654466654666666666666666076660076666000000002222224432432222102222222210021076076666007666666
7,100002100000022222222224322222222443222243244444444446544444466544446546544465444466544446546666666600000000002100221000210000002102100221000000766665446544465444466546666607660000
5,221000000222222222222222221022222222222222222444465466546666607666666546666665466665443222222222222243243244444444444446546546666544666660076666666666666000766666600000021000000221
9,10000210210000221022222432222444444324432444446544444465444444444444444444444466666600000000002100000000000007654654654466666600760000000000210
2,022222222102210000210000760766546660766666666000000210222222222222222224324432243244444444446544446654443234446666666665465465446546654666544654666666666666607666700076000210022102
3,222100222222221022222222222224324444444465446666543222222432222224432222432444444444465466665446666546665466666666666660760000002222222222102222102100007666666076666607666600760002
0,000221002102222222222222222222432222443243243224432444444444444654665446546666546666666666666666666666600022222222222210022222210210221021002100076007607666607666666666666654654654
1,22210000002102210000210000210222222444465444446654444654444654654446654444654446544654665465446546666660000210221021000021000210000221000
2,321022210002210021000000007666666666666666666660760000222210222222222222222224322244322432444444444444444654665444465465466544322224324444444466666076666007607660765466666666666666
6,221021021021000022102100210222222444444446546654444654654465444322243244443224444446654654654466665466666666666666076666000000000000000210022102102102100
9,2210002100222222102222222222222243224432444444446546654654465465444665446544465444444324444446666666600000000000002100022100007666666076000076600000000
1,10000022100002102100210222222444465465466544446544465444444446544444444444444444444666607600000000000000021000000210000
3,321022210222210222100766666600000122210222222224444443244444465465444432444444444465466544446544466654466666654666666666666607600760000022222222432222222210222100221021000000007666
8,221021021002222222210222222222222222432443224444444466546546544666654666544444432444654444444466665446546666666666666660766670000000000221021000022222210760007660076000002100
0,2102222222222222222222222224322222443222244432443224443244444444444444465466546544666666546666666666666666607666666007607600076600007600000000000000021000001
9,100210210210022102222243222222443243224444444444444446654444444465444654465444665446546666660000002210210210000210221000000002100000000076544665465465444465466665466607660000000000
5,000221002102222222222222222222222222243222222444465466666666666666666666665466665446543222222222222243244324444444444446546544665465466666666666666666660766076000000002222222243222
9,222210210000222210222222222243244324322444432444444444444654444446654444446544465444466666600000000002100000022100210000000000007600766666654466665465432222222210222244444466546666
7,000000210000000076666666666000000222222222243222222224444444465444444444654444466544446544444465444444654666666000000210000002100022100000021
9,221021021002102222222222222224322224444324444444465444444665444444654446544446544444466546666666600002210002100000021000076666666666666660007600000000210000
0,2210222102100222210222222222243222244324324322444444444444444444446654446546544446654654466654666666666666607666000076600007600076000000000000021000210000
8,1000000002222222243231222443222222224324322444444665444444654444443244444432244466544446665466666666076007660000000000002210000000076666007607607660000
5,02102100221021022222222222221002222222222444444666666665446666546546666666654432432444444444654654566666546666666666666077000000002222222210000002210021
8,10210000210221002102222222243222222443244465444444665465446665432444444444444654444665465446665466660766666600760000000021000222210021021076076000000
7,102222224432222222210022222222222222244322222243222244443244465444444466546546544665444465465444465444665446666600000021002100021000022100210002100221000021000766666666007666666665
4,102100002222222244444444654444321022221002222221022210222222432444444654446544446654446544446544465444444665446546666660000000000221000021000021000210766666546666665466660760760000
1,210000002100000021000000222222444444444465444444654444446654444446544444444446544446666076000000210000000022100000000
1,10221000000000021000022243224444444444444446654444444444444444444444444446546660766000000000000000000000000000
8,2222102221022222210022222222224444310210021022224444446654654654466546546544654665465432444444444444444654465466666666660766007600000000210002210021076076607600760002102100
9,100000000210021022222222443122222444444446544444465444444444444444444444444444446666660000000000000000000000007666666076000000
7,100000022222222222222222222102222222244444444446654444446544444465444465444446654444446544446666666600002100000221000021000000210002100000022100007666666665466544654444446666660000
4,022100000021000210022224444444466544446544444432222100000021000000210000002210222444444654444444444665444444654444322224446666546544444444465466660000000000210000007666007666654466
7,322222222222100222222222222222222222222443222222444444654446654465465446654654654465466544446544446546546654466666000000210000210210000221002102100002102210021021022100766666666654
8,10000210002222100222102222222222432244324446544446654654654465466543224444665466654444443244444465466666666076666000076000210000222210000210000076000000
3,222210222222221000076607666665466666600000021022222222222224324432444324444446546544324443244443224444444444665465446666665466666666076660076076600022222222432222222222222100000000
0,2210222102222100222102222222222432244322243224324444444444444654665465446546666546666666666666666666666660766666600007600000000210002210222100
6,1021000022100021002102222432224444654654444665465444444322221022222432244444466544444654465465466544666546666666607600766000000000022100000000002100210
1,3244446666000022
1,10000000000000000002102224322444466544444444444444444322444444444444444444444466660760000000000000000000076000
8,002221022222222222222243244322444322222444431022222222444446666544666666666666700000221000
6,210210022102100000022222244444444665465444465465444466546544444465444432100210222210222101222222222222444444444446546654666544666654666666666666666660760000000000000000002100022100
1,2100210000021000000001210222432222444444446654444446544654444465446654446544446544444465466660766600000000210000210000210221000
6,1000021021022100222221022224322222222444465466666654666654432222432224444443224444444444665444444654654465466666666666660760076000766000000002210000000021000000
0,02102210021021021000022222222222222243234444432444444444444444446544444444665446546546666665446666665466666666666666607600760766000000221000210000210221000021021
0,210222222100210222222432444432243244443244432443100222222224444446666544446544444444446654444666546666666666666076660076666076076000076600000000000000000002210000210
6,1002100021000022222243244444444654444654444443210222222224324324444443224444444466546544666666546666666666660760076600000000000000000000000000221000
4,021000000222222444444444465444465432222222210210000210002210000000021000022222244444444446654444654444446544444444446654654465444444446666666600000000210000766666666666666654666666
3,100000022222222222222222222222222222222244444466665465465446546654654432432222432444444446544446546666546544666654666666666600000021022224322210221021002221000760076660766076000021
8,22102102221002222222231210222222222243244444444654465466546544654654665432244444444444665444666544666654666666660760000000021002210002221007666076666076000000002102100
8,10221021002221022222222222224324432444444446544465446546654322432443222432244444444665465446546666666666666660760000000000021000210000007607600007600007660
7,322210222222222210022222222222222210222222444444444466544654444444465466544444465444432444444446546666666607600002100000021000000002210002100002100000076665466666666544666666546666
9,2210002100210222222222222243244324324322444444665444465444444444444324444444444465466666607600002100000000000000000766666666666666076600000000000
5,100002102221002222222210222222222222222222224444446666666666666665466665444444666666665465446543243222222222222222432444444444444465466665446666666666666666666660076666000002222224
3,210022244322100222100000076076076666666666600002210222222222222432443224324444443244444465465444324444324444444444654466665466666666666666076666660076666076076000022244322224322243
7,100002222222222222221022222222222243224444324444444465444444446654444654446546544446654654465466666600000021022102100002100002102210002100000021007607666666665466666666666660760
5,31002221022222222222221022222222221002222443244466665446666666654666666666666546666544324444444444444444666546654666666660760000000002222444432221022100002107600007660000002
0,221022210210022221022222222222243224444324444444444324444654444446544444665444465465446666546666666666666607660076000000760000000000000000021000210000
9,10210021022102100222102222222244444444654654444444446544444665444444654444444465444466666666000000210210000000022100007665466607600000000210
8,2102210022222222221022222222432224432243244444465444665446665432432444432244444444665444444666546666666666076666000000760000000021000000760760000007660076000
7,222243244322243221022222222100222222221022222222222224324444444444465444665444465444654444324444446546654654466654666666660000000021021000021022100002102100000022102100007666666546
5,102210000210222432210222224322224444446666665444465444666654432222222222222432222224324444324444465444465444466665466666607600000022222210210000007666666666666666666666007660007666
4,002102100000022222222444444654446544446654444322222222100221021000000210002210000222432443224444466544654444446544466546544446544465446654654444654666666660000002100021000022107666
4,210000222432244444466544446543222222222210221000021000210000221000021022222244444444665465446544466544446544432444466666546654444654654654444666600000000210000222210007666666666665
7,022102100210222222222222222432443222222432444654444654665444465444654465444665444465444654465466666600000000210000210002210000210210000210002210076607666546544665465466666666000000
0,0000210000210222222432444432222222222432244324324444444444444444444444446546546666544666666546666666666666607660076076000000000000000002100000021000221
1,10000210000002100000000222222224444444465444444446544444466544444444446544444465444466666666000000000021000021000000002210
8,1002102102222100210222222222222432222443244444444654654665446665444324444324444444444446665446546666666666666076660076600076000000210221002102107607600000000
2,002102102210210000000000076076654666666665465324446666660000007600021002222222222210222222224322244322444444444444444444466546544654665465443222243244466666666666666666666665446665
1,22100000000000000021022244444444444444444444444465432444444444443224446654444666660000766000000000000000000000000
0,31002100000021022222222222224324432432222444432432244432444444446544444466665465446666546666666654666666666666666660766660760000000000000002100002210210210222
7,210222210021022222222224322443222224310210021022224444444466544446665444665446546544465446654446546544654665465446546666660000210221000210021021022100210002102100221021000076666076
4,210000210222222444444446544466544446543222222221000210022102100021002210002100002222222244444444654665444465465444466546544443222243222444444666666666666007665446546544446546666660
5,100002222222222222224322210222222222222222222222244446546666666666666665466666666666660765466544446544432222102222222222222222244443244444444444432222444466546665466666666666666666
4,002100021002222224444446546654432210222222222210021000221002102224444444465465444466546544446546544446654654654444654665444465466666600000022102102100002102210000210210000766666654
3,100000000002210210022210222222222224324432444444446544444465444444444444446654444654666544665466666666666607666600760760000000000000002221022222222222444665446546544443243222222102
9,021002222221022222222222222222222224324432444322444444444456544444444654446546654465444444666546666660000000000210021022107666666666666600766666666660766000000000000221000021
2,100002100021002222102222224324432432444444444444444446544444444324432222432444666660766660766665465466654566654666666660760000002102100222210222222222210210000221000000210760000007
6,100210222222224444654446654444446544444465444444443243244310022222222221000000002100021002210000021002102222222243224432444446544444466544446546546666546665446654654444666007666666
1,102100000000000221022222444432243244444444324444444444444444444444444444444666666666600000000000000000000760000076600760
5,210000221022243222222222222222221022222222432344466666666654666666666666666665466654444446654444322224322222222222222243222222443222444444446546546666544666546666666666600000022222
9,022100002221022222222222224322222443224443244446546654444444444444444432244443244444465466666607600000076600000000000766654466666666660076607600000000000000021
8,2210210210021022222222222222222432244324444465444466544443224324324444446544465446654654666544666654666666666666666660760000000000000002100210007600000021000000
6,210021021022100210222222444444444466666654465466546544654665444654444443244322432224322222222222102222221021000000760076607666666665466654466546660000210002222221022222210022222443
3,102100221022222222222222222432444444444444465444432224324322224444444444444446546654465466666666666666607600002222224321022222210002100221076607600766666666666660002210000210002100
