digit,code
4,100022100002224444444444444446544443243222222222222222100000021000000002210000002224444444444444446544444444322243234446666666665444444654444444466666607600002100000000766666666666
4,210222210022210210222210022221022222222444466543224324444446666076544465444444444444432222222244444466666666666546544444466666600000000000766666666076666607666666076600000022102221
2,022222222222222222222444432444444446544444432222222222224322222222222444654466666666666666666666666666666665466666607600000021021002210210002100007666666666666666000021
6,02100002222100022210122210222222444444665466654654466546546544446543243222222443244432444444444444466666666666666666666607660000000000000000000000221000021021
3,022102221021002222102107666546666666666600002210222222222222222222244444444654665446665465466544666543222222432224324432243244444444654665446665466666666666660766600760766000222243
7,1000000222222222222222222222243222443222244444432444444446544444444444466544444444654465466666607600002100021000000221000000002100000076007660766666666666666666660
7,1002102102100222222102222222222222224444444444666666000766666654654666544665465466600000
4,100000022102222243234446654444444444654432222221002102100000000221000022210222222444444654446654444322102102222444444456546665466666654444654444466544444465444466666600000000000000
7,100000000021022222222224322222222222224444446654444444444444444465444444444444444444446666660000000000000221000000000000000002100000000766666666666665444444446660760
5,102100222210222222224322222222222244322444446666666666666660766665465446544432222221022222222222243222244324444432444444444444444654465466666666666666666076666660076076607600000021
1,10000210000002100000000222222444444444444444654444444444444446654444443224444444466666666000000766000221000000000000000
9,00022100210222222222222222432443244432444465444444324443224444444444432444446544446666660760000000000000007660076665446666660076660766000760000000000021
0,1002221000222210021022222222432443243222243244443224444444444444444466546544446546654666544666666665466666666660766660000766660000000000000002210002100002102210
2,222210022222244322432444432244444444444443222222222222222222222222444466666666666666666666666666666666546666666660760076600000022222222244322221002210000766000760076666544666600000
2,322210222222432222222244322243224444444444444665465465465443222222222222222222222222224446666666654666666666666666666666666666666607600000021022221021021002222100021007607666666666
3,100000022102222222222224322222222443222243243244446546543244324444444444446544446546666546544666654666666666666666666666000000210222431022222222222210222210021000210000766666666666
9,2210222102222100222221022222222432244444466665443244444654465444654665446546544465446654446544654666600000000221000021000210000210766607666600000000000
1,1022100000021000000210222222444444654444444466544446544444654444444444444444444466660760000000000000000000000210000
1,100000000000222224323444444444444324444324443244443224324444324324322444466546666666666666666666660760076600022102222222222176000766666600000000000000076000
1,1221002222102102210021022102100222244322444444446654666654465466544654665465446654654565465466665446654666666666000000221021002210210022102102210021
5,210022221022222222222222222222243222222443222243244466666666666666666666660765466660766654665446543243222244322222222432222444444444444444665465466666666666666666000222210222221002
0,221021022210022222222222221022222222432443224324444444444654565444654654466546546546666665446666666666666660076660766076000000000000021022102102100
6,000021022221021000022222243244444465466544654654444654665444444322221002222222222222222222443224444444444665465446666665466666666666666607666007607660000760007600000021000210000221
3,002102100000000765466666654666000002100210222222222222243244324444444465444654444665432222432443244444444654446544666654666666666666076000022222222221022210221007660766666666666666
4,210000002222222244444444654444324443224432432222221000021000000002100022222244444444444444465444444446654444465444432444465466666666000076000210000007666666660000766600076607600000
8,021002222221022222222224322444444444322222444654444443222243243244443224446654444444446546666666666666076660076000766000000000007607666666076666660000000000000221021
1,000000210000002102100002222224324444446544444465444465444446654444444465444444654444666666666600002100000210000000002100000221
0,2100002100000022102222222243244444444432444443244444444444444444444654654654466546666666666076000076000000000000000000000021000
3,022222210021021000221000076654654654466666666666000000221022222101222102222222243244443224444446654446544446544444444444444444665465446666665466666666666666666076007600000222222222
9,2100002102210210022210222222444444444444444444444444444444444654444446544444466666600002100000000210000000076666666666660000000000
6,221000210021022222243244446546546654444654654444665444654444443244322100002102100221021022222222221022222243243222244444444446666544654666654666544666666665466666666076666007666076
2,000021000760000007666607666666666600000000210022222222102222222222243244324443224444444444432444444444444654444446654654444666666666666666666666666666666666666666600000021022222210
6,02210210210000210221002102222224444446654446544446546544446654322432444432444444654654665446665466666666660766000000000000022100002100021000021
4,210076000222222444444444444432221002222221000210221000021021000022222244444444654665444465444465466546546544654446654654466600000021000076666076665466665446546666660000002222102102
7,000000002100002222222243222244322222222444444444444665444432244444444666654654444654444444466666607600000021000000766660000002222221000210000002210076607666544444444444654666666076
1,10000000022100021000022222244446654444465444444444654444444444324444444444444446660000007660000000000000000000000
4,000222210000222222224444446546654654444443222222224432100221000210000000000022222244324444444444444444465444665444444446544444465446546666660000000000000210002100766666666666666076
1,00000021000000002100210222243244444444444446546544444444665444444446544444465444466666607600000000000210000002100000221
5,210000002102222222222222222222210022222222224444446666666666654466666666665444444324444444444465465456666666666666666667000000760002222432432222222222222100000076666544666666000000
4,100002224432244444444443222100002100022100000021000021022224324444446544446654444444432222222224324444666654666666666666544466544446544446546666660000000000210022107666666666666654
8,1000760000760002100210222222222222222222224324432444446544446546666544654654444444444444446654654654466665466666666660760000000021002100022100210210210000
9,22102100002221022222222222224324444443222244444466546544654446544444466544465444444444654666666000000002100000022100000021076666666666000076600000000
2,21000210000000000076076607666546666666600021002102222222222222432443243224444444444444446654446544446544443243244466666076654654465466666666076000000002100222222222210210001
9,100002100002221022222222432244444444444444444444444444432444322244446544465444466660760000000000000007600000076666666607600000000
9,0221000021022243221022222222432443222222224444465446654654444654654665444465444446544654444456546660760000210000002100021000022107666654666666076000000000000021
8,2102222100222222102222222222432443244444432222444666666546666666666544324322224324324432222444324444444444465466666666666076666600766660760000007600000000000000076607600000000
9,221021022210022102222222222224324432243244444465444444446654444446546544444465444444446666660000000000210000002100002210766666666666666666666076000021000000
6,102222224444444444444444444444443243224444322222222221000021000221021002102222224324444322444444444466665466665446665444324444666666076000076076666666666007666600076000076600000000
3,100222222222222222102222222244444466544465446543222102222432222224444324444432444444446544446544446666546666666666660766007600076000021022224444324443222222221021022100000000076600
6,310221021000022210221002221022222244444465466546665446546654654465465466546544446546654432243222102210021022210221002102222222243244444465444465466665466654466666654666666666666607
4,000000002100002222224444654444444466544444465432432210222221000000221000000000022222444446544444444444446544444444446544444432444466666600000000000000000766666666666600000000000000
6,10002100002210000210222222444444446666544444444654444444444444321021012102222244444444446544654654666654444666000076607600007600000210000000000000
2,002221022222222222222243222222443243243224444444444432224322432444444666666076007666666544666654666665466666607666666546666000760000000000022221000222224310222222222222432222221076
9,22102221022221002102222222222432210222224444444465444465444665444465444654465444665444465444654465466666600000021000000210002210021000210000766666666666666666000002100
1,10000000021000000000210222222444444444465444444444665444446544444465444444444444466666600000000000000021000000002210
2,210022221022222222222222222432443243243224444444444444444466544446544443222243222222432444466666666666660076660766546544666546666666666607600007600000000210210022222222223432222210
0,021002102210210022222222221022222222432343244444444446544456544465465446654654666666665444466654666666666666666666076000000002100002210210000210221021
5,210000210000210222222222222222222222222222432444444446666666666666666666654465432432222224432222224324322444444444444466546665466665446666665466666666666666076600760760766000000002
9,00210222102222221002222102222222222432443224444444444665465444465466544446546544465444466544444466666666000000002210000210210000766666654466600766666600076000021000210221
2,002221022222222222222222432244324444444444444446546654446544654654665443222243222222222222222222222244444565466666666666666666660766666666660075446660076666000002210021021022100210
7,000021022222210022210222222222243222222223444324446544446654654465466546544446546546654654444654654565466600000000210210000221021002102100022100210210221021007666666076546666546544
7,1000000222210222222222222222222243244322444444444466544444444654444444444444654444446546666076000000210000002100000000000002210000000000766666666666665444666076
2,322243244324321022100210210221021007666654654465466666600007600021022210122222102222222222243244444444444654665444465466665465444465444324444324444444466666000076600000000765466654
8,10000210210221002222210222222222222222432344444444446654654654466546546546544324444444465444665446665466666666666660766600000000210021022221021002107600076000000
8,021002102222102100210222222224444444444444444465446546546654444654324444444444444654666666660766600000000000210007600000000000000021
5,210221002221022222222222224324444666666666666654666544444444322210222222222224322244324322444324444324444446544465446666546666666666666660766666007660000022100222444432222224322222
0,1022102100210222222222243222222224432243243244444444444444465444444654665465446546544446666546666666607666000076600007600000000760000021000000002100
6,21000221002102102100002222444444444465446654654444654654443222221022222222222432444444446544446654666666665446666654666666666660000760000000000210000002210210000210
0,0221021002102222222222222222243222244324324322444444443244444444444446544466665446546654666666666666666666666666660766607666600000000000000000210000221000210021
0,21022102100002100002102222224444324443224444443244444444444446544466544446546546544666654666666666666076600760000000000210000221000210210000
2,10000000000022243222222443243243224432432444324444322444444444444665444465465446546666666666666076660076600000000000022222222222222222222100000076600007607607600766076544446660
9,1000000221022222222222243222244324322244444444444443224444444444444444432444444446666660760000000000000000000076666666666666660760760076600000000
0,2221007607600002222222222102222222222432222224432432244444444324444446544444466546665444666666544654666654666545666666666666666670007600000000002100000022102100210221000
4,000000222222444444444444444322222222222222210000000000000000022222243244444444653244444444444444324444444444444444446546666660000000000000000076007666666666666666660760766660000760
7,310022222222222222222222222222222222222222222244444444465444466665446546654465465446546654466654444654665446544446666660000000000002222100002102100221021002102100221021007666666666
7,210021021000221007666654666666666666000000002222222222221022222222222222222444444654446544446654654444654654665446544465465446654446544654666666660000002102102210021000210021022100
1,10000000000000000000022222222444444444444444444444444444444444444444444444665466666000076600000000000000000221000
5,000000000002102222222222222222222444444666546666666654654432222222222444324432444444444444444444465465446546666666666607666660000000022222222432222210221000000000766000766607654666
7,100002222244444432222224322222210222222221022222222222444665444444444444465444444444465444444444444466666600000000000000000210000000022100000000075446666666666666666666666666654444
9,210022221022222222222222222224322244322224324322444466546665444466546665465466544654654654665446546546654465466600000000210210022102100002221000766666076666660000766000221000000
4,002102102222224444465446654446544654444432222222222100021000022100000210000210000221022222444465444446544444466544444444444654446546544446654444654666666000000002210076666076666660
6,1000000002222224444444444444444444444444432444444444322100002100002102222224322244443224444444466544446546666666666666660760076076000076600000000000000000000000000
1,00022221021002100022100222102222222244444444654666654444446665444465466546544654654444446654444446546660766660000000000021022100000021000210021
5,022210076076000000002100002102222224322224444324444444466607660076665443243244443244444444444444444446544446546666666666666076660076076607600000000000222210222221022221
7,210000210760076666660760760000002222222222432224432243222444432444654444444465465444466544465444465444465466660760000000000021021000000002210
6,000021021022100222102222222222222444444666666665466665465446544466544654444432222222222222224432224322444432444444446666546666666666660766660076076076666660000002100000000000002210
5,021022100002102100222222221022222222222224444446546666076546666666654432224324443224444444444444665465466666654466666666660076666660766666607600000022222222224310000021000021
0,021000021022221002221022222222432222444432432244444444444444444444665444654654444446654466654666666666666600002222221022221021021000022100002100000000000000076076666665466665444444
4,100000022243224444444444444444446654322222222222222210222222100002210000000000000002222243234324444465444444665444444446544446544466544443224444665466666666000000002210076600076666
8,210221002221022222222224444444432244444432432102210222224322224444444466660765465444444444444466544465446665466666666076600000000000221000210021000766666666666607666666007660002210
7,210222222222222222222222222222244443244465465446544432221022222222222432444465466666666666546544666666546666665465444465444444665466666076707600021000022102100000000002222221000021
6,10210000210221002102222224324444666654446544322222244432444444324444654444444465444654466546666666666076007600000000000000000000000000210
1,000021000000210002100002222222243224444444466544444465444465465444466544465466654444446654444666666660000002210210217666000002221002100000221
8,2100000000000210002100002222222243224444444444444665465444444654654466544444444444465446546666666607600000000210000210210022100000
7,102222222222222222210022222222102222222244444444444446544444444654444444444444444444444446666660760000000000021076000021000000000000002100766666654666666666666666660760
3,102222221021022100007666666666665466666000210022210222222222222243244324444465444465432443222243244432444444446544654665465446666665466666666666666076666007600000000222444432222432
7,100002222222222222222222222222222222222244444432444444654444444446544444466544444444444654654466666666000000000210210000002210000002100002100760007666666546666660766666654444444466
3,100022100210222222222222222432222244322432444444444444444654446654465432444432244444444666654666666666666666666607666600760000022243222243243222222221022221000076076666076666660760
1,100000000000000000000222224322444444324444444444465444444444444444446654444444466666666076000000210000000000000221000
0,3100210222210222100222210222224322443222432244444444324444446544466544654654666654666544666666546666665466666607666076600760000000000210002210021021000222
3,21000000210000007666546666076000021022222222222224324432444444446544444465444324444324324444444466654654466665466666666660760000002222222222102221007600076000076000
4,002224444446546654466654443222222222210221021002102102210000210222210210021022222244444465466665444465466546544654444466665446665465466546665446654654666000002100210766666666000000
5,210222222102222100222222222222222222222222224444666666666665466666666665446666666666544432224432222444432432444444654465466666666666666666666077000210022224432224322221022221007660
4,210222222444446545343243222100022100210000021000022100002102222224444446654446544446544446654446546544446544466544654446544654666666000021021000221000021076666660076544666654666666
0,21000221002102102100002222222244444444322444432444444324444465444444446544446666544446665466666666666666607666600007600000000210000221000002100210
5,102210210022222210222224322443222222222222222224444444466666666666666666666666654322243224432444324444444444444654666666666666666666666607600760007660760000002102222224443244443222
4,002224432444443221021021021002210210210022102222222222444465466546546544665465465443222444446665446666666654446546654465444654444666666000000000021000022107666666666660000002100002
0,021002222102102100222222222221022222222224444444465444444665444465444654665446544465466665446665466666666666666666666076000000002100002210002100210221021
3,210221000000766546666600021002102222222243244443224444443243243244443224444446654444465446546546654466654666666666600007660000022100002102222224446654654432222222210210022100021000
5,210000002221002222222222222222222210222222432444444666654666076666666666654666544324324322443244444444446544466544666546546666666666607607666600007600000000222222432444432432222221
1,221000210210000000002102222222244444444444446544465444465444444446654446544654654444446666666600000000000002100021000000210000
0,0002100221000210021022222222432443224324444444432444444444444444654444446546654654466666654666666666666660766660076000000000000210000210002210021021
8,210000210222210021022222244444466665465465446654444444432243222102100002210002100002107600000022222244443244444654444665444465444654654466543224446654444446665446546666666666607600
3,210022222222222221022222222222222222432444444446544665465432222443243244444444446544446546666546665446666665466666666076666007600000000210222222432444432222102221002222102100007666
7,102100222210222222222222222432224432222432444444446546654465465444654466546546546544446654654444666666660000002102210000210210210022102100021002102210002176076666076666665466654666
0,0002100002210210022210222222222224324432444444444444444444465444465444665465446546666546544666666546666666666076000000000000000210000210002210021021
9,221021021002102222222222222444432222224446654444444444444444444444444465444444444446660767000000022100000000000000000076654466666666666600760007660000
6,221000210021022224324432444654444654665444444654443210222210222102222222243222243244443224444444466546546666544666665466666666666666666076666007600000076600000001210000000021021000
6,10221000210000210000210222222432444465444654465444665446543222222222243224444444444665444465465446546666666666607600760760000000021000000002102100
9,10000210000222102222222222222432444432444654444444444465444444654444466544446544446546666076000000210000002210000007666607600000076000
5,10000022100222222222222222222222222222222222224444446666544666666666654666607666544432443243224444444446654654466654666666666666666666077000000002222222222222107600766000000000
4,210021000000210222222432444465444654465466544443222222221002210002100002100022224324444444465444466544444444446544465446546654444446666600000000002100210000007666666666607666607600
6,02210002100002102101210222224444654654654444665465444465465444322244324444444465465444465466666666000000000000000000002100021000021
9,10021021022221002221022222222432443100222444444446544444466544444465444444446546544444444444666666000000000021000021000000007666665466666607607660000002210
3,100210002100222210222222222243244324444444465444654444654665432244324444444465466546544666546666666600000000222222221021000076076600000022102100210210000007666665466544654666000
5,102100766600021000022222222222222222222243224444665466666666076546665444444443222222224432432444324444444444444654654466665466666666666607600766000000002222224444324322221022210221
4,100002222243224444324444444465444444665444322222210222210210210000221000210000210222222224444444444444444444444444465444444444444444666666000000000000000000000000765465466544654654
2,210022222210222222222222222222222222224444324444444444444446546543243222222444444654666666666660766654666654465466665466666666666666666000000000000222210022222210222221022222222102
4,221021021002222102222244444444654666544665432222221022221021002102210210022222222444444654665446546546654465465466665444466654654665465444466665466666000000000021000076666076000000
8,2210222222221000000222222222243222443224444444466546546544654665432243244324443244444465444466654666666666666607600760000000021000210000210766607666600000000000
7,021022100210002102210000766666666666665466666666660000002222222210222222222222222222243222344444444446654654444654446666544446546546654654465465466665446546666666600000021022221000
7,322244321002100000221000000766666666546666666607660000222222222222222222222222222224444444466544444465444432444446665444444444446544444444666666000000000021000000000766666666666600
5,210000002100000022222222222222222222222243234324446546654466600766666666666544654444443222243244444444446546654465466666666666666666660766007600000222243222222222222102222100766666
8,102222222210021022222222222224324444324446544444465446544432444432432432244443244444444666666000000007600760766000760076665444444444324324443244446660760076607600000076000000210002
8,222102222222222222222222222432222244322432444444654444446654322432224323432444444444466665465446666546666666666666666607666007600000000000021002102100076666600766660760766660000000
8,100000000221000210021022222222444444322222243244322444665444465465466665466654444444444444444446654666666660766666007666607600007660002210210022222210210210000
2,100002107600000000760000766000766654666666660002100222210222222222243244324322444432444444444432444444654444465443222444666666666654466666654666666666607666666000000222222222222222
6,002102224322443244444444666654654444444432432210760000002102222222243222222443222432222432432443224444443244444654566654666666666666666076666660076660766660760076076600076000000000
9,10021021021002210222222222222432444432244444466544444465444654444654444466544446546544446666660000002100022100007666607666007660000000000221000
3,021002222102222222222222222243244444444654444666654322224432224322432432444444444444466654665446665466666666666666666076666007600000222222432432222222222102222221022100210760766007
1,1002102100000021000001210222444444444465444465444444446654444446544465444444654444666666000000000021000021000000221000
0,2100210222222222222222224322222244322224324324432244432444444444444465444665466654466666666666666666666007666076666076076007660760000000000000002102210
4,102210000210222222444444665444444322222222102210021021022100210222432344466544465446544466544654654666654444446544465444465444565466666000000000021002100021000000766654666666666660
1,00210002100000021022100002222243224444444466544446544446544465444466546546546532222244465444466654666666666660000000000000221021000021021000221
5,000021000222222100222222102222243224432444654666654466666666546546544443243243244322432444444444465446654666666666666660766007600000222222222222210000766666666076600000000000221000
9,002102221022100222221022222222222222243234444444444446654654444446544446654654444446544444465466666666000000002100002100021000076546665446666666666666660000000000000210210221
0,021000022221021021012102222222243222443222244444654432444444444465444466546546546654444654654466665466666666666666076666660076600000221000021000000210221000021021
6,100222100021002210222432444465465444444654665444465465444444322222222102222222222222222243243224444446654666544666666665466666666666660766666600760000007600000000000021000021000221
2,210221021000076546666000000002102222102100002222444444444444444444446654446544444444324444444444444666076000000000007665465446546666666666000210000210210022222210
1,000210000000000022222243222244324444444465444444443244444432432432244324444432444466666666660760076607600007607607666654666666000760000002102210021021
3,100210222100022100766660766654666666076000022222102222222222243222443244444444446546544324324444444465444654444654444665466666000021000210210000002210076666666600000
0,10221021002221022222222222432443243244444444443224444444432444465444444665465465446666546666666666076660000766000076000000000000000002100000000
6,210000210210022102222222222224324432243244465446666007607666666546544654446654444443222210222222102224322224324444444465444466546546544666654666666660766600760000007660002210000000
0,002221021022221002221022222222222222222243244444444444444465444466546546544665466654666654666666666654466666666007666607600000000002100002210210210221
0,210000002100222210222224322443243244443244432243244444444324444444444465444654466665466666666666666607600760760000766000760000000021000000221000
8,322222222222222102102210021022243224444665432244444466546666654444666654324322224432222224324322224444444444566654666666660766666600760760766007600000766600007666600076000076600022
3,210022222222221022222222222224322222244324444444466665444322443243244444432244444444446654654465466666666666666607666600000076007600000222222432224324432243222222102100760766076660
2,021022100002100007654466546666600000000210210022221022222432244324444444444654444446654444444432244444444444446654666660000000000076654465465466665446546666660760000000000021000221
0,21000021021002210222222224444446654322222244324322444324444324444444444654654466546546544666654666666666666660766007607600000000000000021000000210002210
0,102100760002222102100210222222224444446543244444444444324444444465444446544446546654465466666666660760000000000000000000021000000210
6,210221021002100021012102222244444444654444654654665446546546546654444322221021002222102221022222243244444444444446546546654466654666666666666666076660076600076000000002100002210210
0,2100002210222224323122222222222222443222244432443224443244444444446544446654654444666654654666666544666666666666007666607607600766000007600000021000000000022100210
0,21002102222102100222102222224444443222222432443224324444444444446544446654446544666654666665466666666545666666666666660076600076000000002100000022102100002102210
4,210000002100002222224444444444654466544465444444654322210222222102222222210000000000000000000022102222244446544444444444444432444444444444446544444444444666666000000000022100000076
7,022222210222222222222210022210222222432444444446544444465444444665444465444444446544444465466666666000000002100000021000021000221000000210002100765466665446666666654666546666666600
2,002102102100221022222432244324324324444444444444446543244322222222244466546666666666666665446546546666544666546666666666600000000221021002102222102222221002221000210000000076665466
7,022102221002222222210222222222243222244444465444466544465446546546654444654654654665446544444444666666660000000000210022100021002102102210210021000210221007665466654466665466666666
1,10000022100000000000222444432444322444444444444444444444444444443244444465466660760000760000007660002210000766000000
9,102210000222102222222222222222243244322444446666666607666666665466544443221022210222222444444446544444665444444444444465444465466666600000021000000002210000000076666666607660000000
9,102100002102210021022222222432444444444444432444444446544444444446544444444444666666000000000000021000000000076546666666607600000000
3,100000000021022222222222243224432444324444446544443243244444444444444444654654466665466666666660766600000022222222222222100002210000007666654466666600000000222210021000000007607666
9,2102210022210222222222222222432443244444432222444654666654444446544446544466544446544444465466666600000000002100002210000210210007666666666666666660000000000000
8,00022100222102222222222222432222244322224444444444654444665465432432244443244465444444665446665466666666666660766600766660007600000021000022221000766660000760000000021
4,222210210210022221022222243244444465444444444443243222222222222222444666666544666007544666544444654466660000000076660076654466666666007666666660000021000022102102100
6,2210002102100002102210000222224444446544465446544466544654443222222224444444444654465444665446665466666666076000000000002100021000000210000
6,210221022210021022102100222222102224322224444446666076546666546544654666654654465465432222243222244324324322444466546666654666666544666666666666666660076607600000000002101210210210
5,1210002100221000000222222443222210022222222222244446666546666666544666654654665444444444444444444444654665446666546546666666666660000002222222102102210021000000000000000
3,222210222102210022210222222444444443222444444444444432243244444444444446546654654466654666666666666666666660760000002222224322222222222210221021002100076666666666666660000002222102
8,210000222102222100222222222210222222432444432244444444446654465465466546544654324444444465465446654666666666666666666666076700000002210022210221022210000007600007600000
1,0021000000000021000000222222432444465444444446544444444446654444444465444465444444666666660000000000210000000002100000221
8,100000021002221022222222222224322244444465444444666546654465432432244444432444444654446654466654666666660760000000000000002100210000076000076000
7,100002222222222222222222222222222222222243244444444444654446544446654444446544444654444324444446666660760000000000021000000002210002100000021000022107666666666666666666666666666666
1,000021000000210002101210222444432444446544444444465444654444446654446544444465446546666666600000000002100210002100000000221
3,221021000000007654666666000000002222222222224322443244444444444432443244432244444432444444654665466654466665466666666076007666076666000222222224322224322210210221002100000076076666
7,322222222222222221002222244322222210022222222222444466544444444444654444446544444444444665465444444444666666660000002100000022100000000021000000210000766666666666666666666666666660
6,10210021000221002102222224444446654446544654444446544444321022222222102224322224444444444444654665465446665466666666666076660076000766000000002210000000021000000
3,210022222210210002100760766666666660000002222222222222243224432444444444444654444444444444444466544444465446546666666666666666607666600760000000022222222222224444443222102102210021
6,100210210210000222222444444654446544446654444654444465444444444324322221000000002100002100021002210222102222222222244444444444444466544465465444466665465446666546666666666076660076
3,100210210222210000210766665465466666600000221002221022222222224322443244444444654665465443243224444444444444446654654654466666654666666666666076666000000222222222222222102221002210
6,210000221022222444444446544444444444654444444432444321000221000021000210021022222222222444432432444444444465465446654444446546666666666660766666600760766076000076000000000000000000
3,100000000210221002221022222222222222243244444444444444465444432444444444444654444654665446666654666666666666666666660760000002222222243222222102222221022210022100000076666665446666
2,100002102100210222222222224444324444443244444444446544465444432432444432432244444466660760076076607600765446546666666600000000002100002222222210210000002100007600076546546654432244
3,1002102100000076666660760760000222222222222432222444444444444444654432432432444444446544446546546654466654666666000000222210222100002102210766007607666000
2,121022222222222222224444446654444446546654654465444665432244321002222222222210222222222102222222222222444666654466666666666665466666666654666666666666666076600000000221000021021022
2,100002221022221002222222210222222224444444444665444444654465465466544446546546544443222221022222222222224446666546666654466666666546666666666600000022100021002100021002210210210000
7,322210222222221022222210022222210222222224324444444444444654445654446544444444654665444444444654666076700000000002210000002100000210076666666666544666666665466666607600007660002210
9,0021021021002210222222224324432444444444444444444444444444444444322224446654465466666607600000000000000076546666666666076600000000000000000221
2,210222210022210222222222224324444444444444444446544444665446544444432222222210022100021002222234324444465444466546544654666666666666666076666666654666666666666600000000210000222210
3,221022222222102222210122210222222222243234444466546544324444443224444466544444465443222222444446666544666007666654466666666546666666666666666666076707600000000210222222222222222222
2,322210002221000022100000076666666665466666666076000210022222222102222222222222224323444444444444444456546546544444444324444446544446666000000760076666544654654654566654666666660760
7,022102222244444444654654665446660000000000021
